Price,Close,High,Low,Open,Volume
Ticker,HMC.AX,HMC.AX,HMC.AX,HMC.AX,HMC.AX
Date,,,,,
2023-02-08,4.415559768676758,4.487085931152794,4.367875357191234,4.453707115964278,331841
2023-02-09,4.4060235023498535,4.415560568274892,4.339265859883916,4.367876148154365,201042
2023-02-10,4.348802089691162,4.453707531905303,4.24389664747702,4.24389664747702,138577
2023-02-13,4.358339309692383,4.386949596470793,4.2438967983218125,4.2438967983218125,176168
2023-02-14,4.38694953918457,4.44417056674649,4.339265576925789,4.358339252779762,215223
2023-02-15,4.367875576019287,4.482317623615327,4.3488019014199475,4.482317623615327,146315
2023-02-16,4.42509651184082,4.463243860281082,4.377412553666624,4.406022837620689,482629
2023-02-17,4.367875576019287,4.406022925217966,4.296349409959831,4.377412640695094,293293
2023-02-20,4.30111837387085,4.3678760142908475,4.272507631724909,4.320192050384037,152835
2023-02-21,4.30111837387085,4.329728661264472,4.234360278698533,4.253433955211721,540829
2023-02-22,4.282044410705566,4.339265897243792,4.1008447040930855,4.167602347133788,208411
2023-02-23,4.100844383239746,4.243896724135771,4.091307317978783,4.243896724135771,537112
2023-02-24,4.129454612731934,4.18667563925393,4.034086235195272,4.1580653533690795,841167
2023-02-27,4.062696933746338,4.138991634985318,3.9959388427860847,4.100844284365828,683798
2023-02-28,4.158065319061279,4.2629703061098985,4.015012526560455,4.015012526560455,817238
2023-03-01,4.1000447273254395,4.12905468220356,3.993675968666706,4.071035233544909,441112
2023-03-02,4.061365604400635,4.119385521435703,3.9646665111716,4.119385521435703,468152
2023-03-03,3.945326805114746,4.080705539498737,3.945326805114746,3.9646666243124593,918467
2023-03-06,4.071035861968994,4.080705541022631,3.974336765944318,3.993676585149253,643623
2023-03-07,4.129055500030518,4.143560249793686,4.0516962198300455,4.080705719356382,479481
2023-03-08,4.0033464431762695,4.071036043968501,3.945326982967649,4.0033464431762695,596601
2023-03-09,3.9646666049957275,4.100045338720124,3.9646666049957275,4.100045338720124,261419
2023-03-10,3.8389580249786377,3.935657357194916,3.8002783843116643,3.9163175368614294,585085
2023-03-13,3.742258310317993,3.8002779959379094,3.6890739251105655,3.7809381775808775,707919
2023-03-14,3.6262195110321045,3.742258424721695,3.6068796920838393,3.674569058402767,696445
2023-03-15,3.742258310317993,3.7615983592238456,3.5875397634617374,3.6745689460683812,814906
2023-03-16,3.771268367767334,3.7906081866339294,3.655229224018935,3.6648991334522325,964057
2023-03-17,3.7035789489746094,3.8147830280702646,3.674569219282113,3.6842391291796117,1827628
2023-03-20,3.597209930419922,3.7229187587490506,3.597209930419922,3.6262196600343364,266461
2023-03-21,3.645559310913086,3.6648991297601983,3.5972097637953047,3.5972097637953047,367841
2023-03-22,3.6552295684814453,3.6842392995151654,3.568200375380285,3.645559658136872,366454
2023-03-23,3.5488603115081787,3.6068797695998795,3.5005105325495958,3.529520492144279,623774
2023-03-24,3.4521610736846924,3.5101807638301854,3.423151343886365,3.432821253819141,365359
2023-03-27,3.5391905307769775,3.6745692712568165,3.481170840022491,3.4908407500567655,244666
2023-03-28,3.5101804733276367,3.577869837255095,3.471500606248841,3.4908404245138294,299989
2023-03-29,3.5488603115081787,3.5488603115081787,3.403811435730095,3.432821164775945,84732
2023-03-30,3.5488603115081787,3.5488603115081787,3.5488603115081787,3.5488603115081787,0
2023-03-31,3.4715006351470947,3.510180502547878,3.355461724591209,3.355461724591209,3845697
